证券代码,所属行业,上市时间,公司性质,实际控制人,控制人类型,聘请的会计师事务所,是否在境外上市,统计年度
600797.SH,软件和信息技术服务业,1997/4/18,国有企业,浙江浙大圆正集团有限公司,国有企业,天健会计师事务所(特殊普通合伙),否,2014
600798.SH,水上运输业,1997/4/23,国有企业,浙江省能源集团有限公司,国有企业,立信会计师事务所(特殊普通合伙),否,2014
600800.SH,计算机、通信和其他电子设备制造业,1993/12/6,国有企业,天津市人民政府国有资产监督管理委员会,事业单位,瑞华会计师事务所(特殊普通合伙),否,2014
600801.SH,非金属矿物制品业,1994/1/3,其他,Holcim Ltd.,集体联营企业,普华永道中天会计师事务所(特殊普通合伙),否,2014
600802.SH,非金属矿物制品业,1994/1/3,国有企业,福建省能源集团有限责任公司,国有企业,福建华兴会计师事务所(特殊普通合伙),否,2014
600803.SH,化学原料及化学制品制造业,1994/1/3,民营企业,王玉锁,中国公民,中喜会计师事务所(特殊普通合伙),否,2014
600804.SH,互联网和相关服务,1994/1/3,民营企业,杨学平,中国公民,四川华信(集团)会计师事务所(特殊普通合伙),否,2014
600805.SH,综合,1994/1/3,国有企业,盐城市人民政府国有资产监督管理委员会,事业单位,中审亚太会计师事务所(特殊普通合伙),否,2014
600806.SH,通用设备制造业,1994/1/3,国有企业,沈阳机床(集团)有限责任公司,国有企业,毕马威华振会计师事务所(特殊普通合伙),是,2014
600807.SH,房地产业,1994/1/3,民营企业,曾昭秦,中国公民,瑞华会计师事务所(特殊普通合伙),否,2014
600808.SH,黑色金属冶炼及压延加工业,1994/1/6,国有企业,安徽省人民政府国有资产监督管理委员会,事业单位,安永华明会计师事务所(特殊普通合伙),是,2014
600809.SH,酒、饮料和精制茶制造业,1994/1/6,国有企业,山西省国有资产监督管理委员会,事业单位,立信会计师事务所(特殊普通合伙),否,2014
600810.SH,化学纤维制造业,1994/1/6,国有企业,河南省人民政府国有资产监督管理委员会,事业单位,立信会计师事务所(特殊普通合伙),否,2014
600811.SH,批发业,1994/1/6,民营企业,张宏伟,中国公民,大华会计师事务所(特殊普通合伙),否,2014
600812.SH,医药制造业,1994/1/14,国有企业,河北省国有资产监督管理委员会,事业单位,中天运会计师事务所(特殊普通合伙),否,2014
600814.SH,零售业,1994/1/14,国有企业,杭州市人民政府国有资产监督管理委员会,事业单位,天健会计师事务所(特殊普通合伙),否,2014
600815.SH,专用设备制造业,1994/1/28,国有企业,厦门市国有资产监督管理委员会,事业单位,致同会计师事务所(特殊普通合伙),否,2014
600816.SH,其他金融业,1994/1/28,民营企业,高天国,中国公民,立信会计师事务所(特殊普通合伙),否,2014
600817.SH,综合,1994/1/28,民营企业,郭永明,中国公民,立信会计师事务所(特殊普通合伙),否,2014
600818.SH,铁路、船舶、航空航天和其它运输设备制造业,1994/1/28,民营企业,陈荣,中国公民,立信会计师事务所(特殊普通合伙),否,2014
600819.SH,非金属矿物制品业,1994/1/28,国有企业,上海国盛(集团)有限公司,国有企业,众华会计师事务所(特殊普通合伙),否,2014
600820.SH,土木工程建筑业,1994/1/28,国有企业,上海市国有资产监督管理委员会,事业单位,立信会计师事务所(特殊普通合伙),否,2014
600821.SH,零售业,1994/1/28,国有企业,天津市国有资产监督管理委员会,事业单位,中审华寅五洲会计师事务所(特殊普通合伙),否,2014
600822.SH,批发业,1994/2/4,国有企业,上海市国有资产监督管理委员会,事业单位,立信会计师事务所(特殊普通合伙),否,2014
600823.SH,房地产业,1994/2/4,其他,许荣茂,自然人,上会会计师事务所(特殊普通合伙),否,2014
600824.SH,零售业,1994/2/4,国有企业,上海市黄浦区国有资产监督管理委员会,事业单位,立信会计师事务所(特殊普通合伙),否,2014
600825.SH,新闻和出版业,1994/2/4,国有企业,上海市国有资产监督管理委员会,事业单位,立信会计师事务所(特殊普通合伙),否,2014
600826.SH,批发业,1994/2/4,国有企业,上海市国有资产监督管理委员会,事业单位,上会会计师事务所(特殊普通合伙),否,2014
600827.SH,零售业,1994/2/4,国有企业,上海市国有资产监督管理委员会,事业单位,立信会计师事务所(特殊普通合伙),否,2014
600828.SH,零售业,1994/2/24,其他,黄茂如,国外自然人,瑞华会计师事务所(特殊普通合伙),否,2014
600829.SH,医药制造业,1994/2/24,国有企业,哈尔滨市国有资产管理委员会,事业单位,致同会计师事务所(特殊普通合伙),否,2014
600830.SH,零售业,1994/2/24,国有企业,中国烟草总公司浙江省公司,国有企业,中汇会计师事务所(特殊普通合伙),否,2014
600831.SH,电信、广播电视和卫星传输服务,1994/2/24,国有企业,陕西省新闻出版广电局,事业单位,希格玛会计师事务所(特殊普通合伙),否,2014
600832.SH,公共设施管理业,1994/2/24,国有企业,上海市国有资产监督管理委员会,事业单位,立信会计师事务所,否,2014
600833.SH,零售业,1994/2/24,国有企业,百联集团有限公司,国有企业,立信会计师事务所(特殊普通合伙),否,2014
600834.SH,道路运输业,1994/2/24,国有企业,上海市国有资产监督管理委员会,事业单位,上会会计师事务所(特殊普通合伙),否,2014
600835.SH,通用设备制造业,1994/2/24,国有企业,上海电气(集团)总公司,股份有限（公司）,普华永道中天会计师事务所(特殊普通合伙),否,2014
600836.SH,印刷和记录媒介复制业,1994/2/24,民营企业,费钧德,中国公民,立信会计师事务所(特殊普通合伙),否,2014
600837.SH,资本市场服务,1994/2/24,国有企业,,,立信会计师事务所(特殊普通合伙),是,2014
600838.SH,零售业,1994/2/24,国有企业,上海静安区国有资产监督管理委员会,事业单位,立信会计师事务所(特殊普通合伙),否,2014
600839.SH,计算机、通信和其他电子设备制造业,1994/3/11,国有企业,绵阳市国有资产监督管理委员会,事业单位,信永中和会计师事务所(特殊普通合伙),否,2014
600841.SH,通用设备制造业,1994/3/11,国有企业,上海汽车工业(集团)总公司,地方国企,安永华明会计师事务所(特殊普通合伙),否,2014
600843.SH,专用设备制造业,1994/3/11,国有企业,上海市浦东新区国有资产监督管理委员会,事业单位,立信会计师事务所(特殊普通合伙),否,2014
600844.SH,化学原料及化学制品制造业,1994/3/11,国有企业,江苏省丹阳市人民政府,事业单位,中兴华会计师事务所(特殊普通合伙),否,2014
600845.SH,软件和信息技术服务业,1994/3/11,国有企业,宝钢集团有限公司,国有企业,瑞华会计师事务所(特殊普通合伙),否,2014
600846.SH,土木工程建筑业,1994/3/11,国有企业,中华人民共和国教育部,机关事业单位,众华会计师事务所(特殊普通合伙),否,2014
600847.SH,电气机械及器材制造业,1994/3/24,民营企业,刘悉承,中国公民,天健会计师事务所(特殊普通合伙),否,2014
600848.SH,仪器仪表制造业,1994/5/6,国有企业,上海市国有资产监督管理委员会,事业单位,瑞华会计师事务所(特殊普通合伙),否,2014
600850.SH,软件和信息技术服务业,1994/3/24,国有企业,中国电子科技集团公司,国有企业,中审众环会计师事务所(特殊普通合伙),否,2014
600851.SH,纺织业,1994/4/4,民营企业,上海洞泾经济联合总公司,股份有限（公司）,众华会计师事务所(特殊普通合伙),否,2014
600853.SH,土木工程建筑业,1994/4/4,国有企业,黑龙江省人民政府国有资产监督管理委员会,事业单位,中审亚太会计师事务所(特殊普通合伙),否,2014
600854.SH,电气机械及器材制造业,1994/4/25,民营企业,春兰(集团)公司,国有企业,江苏苏亚金诚会计师事务所(特殊普通合伙),否,2014
600855.SH,专用设备制造业,1994/4/25,国有企业,中国航天科工集团公司,国有企业,瑞华会计师事务所(特殊普通合伙),否,2014
600856.SH,零售业,1994/4/25,民营企业,李美珍,中国公民,立信会计师事务所(特殊普通合伙),否,2014
600857.SH,零售业,1994/4/25,民营企业,,,立信会计师事务所(特殊普通合伙),否,2014
600858.SH,零售业,1994/5/6,国有企业,山东省人民政府国有资产监督管理委员会,事业单位,中天运会计师事务所(特殊普通合伙),否,2014
600859.SH,零售业,1994/5/6,国有企业,北京王府井东安集团有限责任公司,内资企业,信永中和会计师事务所(特殊普通合伙),否,2014
600860.SH,专用设备制造业,1994/5/6,国有企业,北京京城机电控股有限责任公司,国有企业,信永中和会计师事务所(特殊普通合伙),是,2014
600861.SH,零售业,1994/5/20,国有企业,北京国有资本经营管理中心,国有企业,致同会计师事务所(特殊普通合伙),否,2014
600862.SH,房地产业,1994/5/20,国有企业,南通市人民政府国有资产监督管理委员会,事业单位,中审众环会计师事务所(特殊普通合伙),否,2014
600863.SH,电力、热力生产和供应业,1994/5/20,国有企业,中国华能集团公司,国有企业,北京中证天通会计师事务所(特殊普通合伙),否,2014
600864.SH,电力、热力生产和供应业,1994/8/9,国有企业,哈尔滨市人民政府国有资产监督管理委员会,事业单位,大华会计师事务所(特殊普通合伙),否,2014
600865.SH,零售业,1994/8/9,民营企业,陈夏鑫,中国公民,天健会计师事务所(特殊普通合伙),否,2014
600866.SH,食品制造业,1994/8/18,国有企业,广东省人民政府,事业单位,大华会计师事务所(特殊普通合伙),否,2014
600867.SH,医药制造业,1994/8/24,民营企业,李一奎，王殿铎,中国公民,中准会计师事务所(特殊普通合伙),否,2014
600868.SH,电力、热力生产和供应业,1994/9/12,民营企业,杨钦欢,中国公民,广东正中珠江会计师事务所(特殊普通合伙),否,2014
600869.SH,电气机械及器材制造业,1995/2/6,民营企业,蒋锡培,中国公民,江苏公证天业会计师事务所(特殊普通合伙),否,2014
600870.SH,计算机、通信和其他电子设备制造业,1995/2/28,民营企业,王玲玲,中国公民,福建华兴会计师事务所(特殊普通合伙),否,2014
600871.SH,开采辅助活动,1995/4/11,国有企业,中国石化集团公司,国有企业,致同会计师事务所(特殊普通合伙)，致同(香港)会计师事务所有限公司,否,2014
600872.SH,食品制造业,1995/1/24,国有企业,中山火炬高技术产业开发区管理委员会,事业单位,天职国际会计师事务所(特殊普通合伙),否,2014
600873.SH,食品制造业,1995/2/17,民营企业,孟庆山，杨维永，王爱军，王洪山，何君，杨维英，蔡文强一致行动人,中国公民,大华会计师事务所(特殊普通合伙),否,2014
600874.SH,水的生产和供应业,1995/6/30,国有企业,天津城市基础设施建设投资集团有限公司,国有企业,普华永道中天会计师事务所(特殊普通合伙)，罗兵咸永道会计师事务所,是,2014
600875.SH,通用设备制造业,1995/10/10,国有企业,中国东方电气集团有限公司,国有企业,信永中和会计师事务所(特殊普通合伙),是,2014
600876.SH,非金属矿物制品业,1995/10/31,国有企业,中国建筑材料集团有限公司,国有企业,大信会计师事务所(特殊普通合伙),否,2014
600877.SH,铁路、船舶、航空航天和其它运输设备制造业,1995/10/13,国有企业,,,立信会计师事务所(特殊普通合伙),否,2014
600879.SH,专用设备制造业,1995/11/15,国有企业,中国航天科技集团公司,国有企业,中兴财光华会计师事务所(特殊普通合伙),否,2014
600880.SH,新闻和出版业,1995/11/15,国有企业,成都商报社,非企业单位,四川华信(集团)会计师事务所(特殊普通合伙),否,2014
600881.SH,非金属矿物制品业,1995/11/15,国有企业,长春市人民政府国有资产监督管理委员会,事业单位,立信会计师事务所(特殊普通合伙),否,2014
600882.SH,黑色金属矿采选业,1995/12/6,民营企业,齐银山,中国公民,立信会计师事务所(特殊普通合伙),否,2014
600883.SH,非金属矿物制品业,1995/12/8,民营企业,王绥义,中国公民,瑞华会计师事务所(特殊普通合伙),否,2014
600884.SH,电气机械及器材制造业,1996/1/30,民营企业,郑永刚,中国公民,立信会计师事务所(特殊普通合伙),否,2014
600885.SH,电气机械及器材制造业,1996/2/5,民营企业,郭满金,中国公民,大华会计师事务所(特殊普通合作)，忻瑞流会计师行，One Stop Tax Accountancy，Schiff-Martini & Cie. GmbH,否,2014
600886.SH,电力、热力生产和供应业,1996/1/18,国有企业,国家开发投资公司,国有企业,立信会计师事务所(特殊普通合伙),否,2014
